,movie_name,imdb_id,cast,direction,production_companies,movie_budget,movie_revenue
82,Batman,tt0096895,"{'Jack Nicholson': 'Jack Napier / The Joker', 'Kim Basinger': 'Vicki Vale', 'Michael Keaton': 'Bruce Wayne / Batman', 'Michael Gough': 'Alfred Pennyworth', 'Jerry Hall': 'Alicia Grissom', 'Robert Wuhl': 'Alexander Knox', 'Pat Hingle': 'Commissioner James Gordon', 'Billy Dee Williams': 'Harvey Dent', 'Jack Palance': 'Carl Grissom', 'Tracey Walter': 'Bob the Goon', 'Philip Tan': 'Goon', 'Christopher Fairbank': 'Nic', 'Kate Harper': 'Anchorwoman', 'Richard Durden': 'TV Director', 'Sam Douglas': 'Lawyer', 'Denis Lill': 'Bob the Cartoonist', 'Paul Birchard': 'Reporter'}",['Tim Burton'],"['The Guber-Peters Company', 'Warner Bros. Pictures', 'PolyGram Filmed Entertainment', 'DC Comics']",35000000,411348924
83,Ghost Rider: Spirit of Vengeance,tt1071875,"{'Nicolas Cage': 'Johnny Blaze / Ghost Rider', 'Violante Placido': 'Nadya', 'Ciarán Hinds': 'Roarke / The Devil', 'Idris Elba': 'Moreau', 'Jacek Koman': 'Terrokov', 'Anthony Stewart Head': 'Benedict', 'Christophe Lambert': 'Methodius', 'Vincent Regan': 'Toma Nikasevic'}","['Brian Taylor', 'Mark Neveldine']","['Columbia Pictures', 'Marvel Entertainment', 'Crystal Sky Pictures', 'Michael De Luca Productions', 'Hyde Park Films', 'Arad Productions']",57000000,132563930
84,Alita: Battle Angel,tt0437086,"{'Rosa Salazar': 'Alita', 'Christoph Waltz': 'Dr. Dyson Ido', 'Jennifer Connelly': 'Chiren', 'Mahershala Ali': 'Vector', 'Ed Skrein': 'Zapan', 'Jackie Earle Haley': 'Grewishka', 'Keean Johnson': 'Hugo', 'Lana Condor': 'Koyomi', 'Jorge Lendeborg Jr.': 'Tanji', 'Eiza González': 'Nyssiana', 'Jeff Fahey': 'McTeague', 'Rick Yune': 'Master Clive Lee', 'Derek Mears': 'Romo', 'Marko Zaror': 'Ajakutty', 'Casper Van Dien': 'Amok', 'Jorge A. Jimenez': 'Hunter Warrior #2', 'Michelle Rodriguez': 'Gelda (uncredited)', 'Jai Courtney': 'Jashugan (uncredited)', 'Edward Norton': 'Nova (uncredited)'}",['Robert Rodriguez'],"['Troublemaker Studios', 'Lightstorm Entertainment', '20th Century Fox', 'TSG Entertainment']",170000000,404980543
85,Shazam!,tt0448115,"{'Zachary Levi': 'Shazam', 'Mark Strong': 'Doctor Thaddeus  Sivana', 'Asher Angel': 'Billy Batson', 'Jack Dylan Grazer': 'Freddy Freeman', 'Adam Brody': 'Super Hero Freddy', 'Djimon Hounsou': 'Wizard', 'Faithe Herman': 'Darla Dudley', 'Meagan Good': 'Super Hero Darla', 'Grace Caroline Currey': 'Mary Bromfield', 'Michelle Borth': 'Super Hero Mary', 'Ian Chen': 'Eugene Choi', 'Ross Butler': 'Super Hero Eugene', 'D.J. Cotrona': 'Super Hero Pedro', 'Marta Milans': 'Rosa Vasquez', 'Cooper Andrews': 'Victor Vasquez', 'John Glover': 'Mr. Sivana', 'Andi Osho': 'Ms. E.B. Glover', 'Lotta Losten': 'Dr. Lynn Crosby', 'Evan Marsh': 'Burke Breyer', 'Cliff Saunders': 'School Security Guard', 'Mitra Suri': 'Bus Passenger', 'Stephannie Hawkins': 'Bus Passenger', 'Seth Green': 'friend (uncredited)', 'Martin Roach': 'Bill Parker', 'Steve Blum': 'Sins Voice Actor (voice)', 'Fred Tatasciore': 'Sins Voice Actor (voice)', 'Ava Preston': 'Interviewee', 'Lisa Codrington': 'Interviewee'}",['David F. Sandberg'],"['New Line Cinema', 'The Safran Company', 'Seven Bucks Productions', 'DC Films']",80000000,366080049
86,Ghost Rider,tt0259324,"{'Nicolas Cage': 'Johnny Blaze / Ghost Rider', 'Eva Mendes': 'Roxanne Simpson', 'Sam Elliott': 'Carter Slade / Phantom Rider', 'Wes Bentley': 'Blackheart / Black King', 'Peter Fonda': 'Mephistopheles / Mephisto', 'Matt Long': 'Young Johnny Blaze', 'Brett Cullen': 'Barton Blaze', 'Raquel Alessi': 'Young Roxanne Simpson', 'Donal Logue': 'Mack', 'Rebel Wilson': 'Goth Girl in Alley', 'Joel Tobeck': 'Redneck'}",['Mark Steven Johnson'],"['Crystal Sky Pictures', 'Relativity Media', 'Michael De Luca Productions', 'GH One', 'Vengeance Productions Pty. Ltd.', 'Columbia Pictures', 'Marvel Studios']",110000000,228738393
88,Man of Steel,tt0770828,"{'Henry Cavill': 'Clark Kent / Superman / Kal-El', 'Amy Adams': 'Lois Lane', 'Michael Shannon': 'General Zod', 'Diane Lane': 'Martha Kent', 'Russell Crowe': 'Jor-El', 'Kevin Costner': 'Jonathan Kent', 'Laurence Fishburne': 'Perry White', 'Christopher Meloni': 'Colonel Nathan Hardy', 'Antje Traue': 'Faora-Ul', 'Harry Lennix': 'General Calvin Swanwick', 'Richard Schiff': 'Dr. Emil Hamilton', 'Michael Kelly': 'Steve Lombard', 'Mackenzie Gray': 'Jax-Ur', 'Richard Cetrone': 'Tor-An', 'Julian Richings': 'Lor-Em', 'Mary Black': 'Ro-Zar', 'Dylan Sprayberry': 'Clark Kent at 13', 'David James Lewis': 'Major Laramore', 'Tahmoh Penikett': 'Emerson', 'Elizabeth Thai': 'Northcorn Threat Analyst', 'Alessandro Juliani': 'Officer Sekowsky', 'Mike Dopud': 'Canadian Airman', 'Chad Krowchuk': 'Glen Woodburn', 'Ian Tracey': 'Ludlow', 'Carla Gugino': 'Kelor (voice)', 'Robert Moloney': 'News Show Host', 'Rebecca Spence': 'Young Mother'}",['Zack Snyder'],"['DC Entertainment', 'Syncopy', 'Peters Entertainment', 'Warner Bros. Pictures']",225000000,668045518
89,Men in Black II,tt0120912,"{'Will Smith': 'Jay', 'Tommy Lee Jones': 'Kay', 'Lara Flynn Boyle': 'Serleena', 'Rosario Dawson': 'Laura Vasquez', 'Johnny Knoxville': 'Scrad / Charlie', 'Rip Torn': 'Zed', 'Tony Shalhoub': 'Jeebs', 'Patrick Warburton': 'Agent Tee', 'Jack Kehler': 'Ben', 'David Cross': 'Newton', 'Michael Bailey Smith': 'Creepy', 'Lenny Venito': 'New York Guy', 'Jay Johnston': 'Agent', 'Joel McKinnon Miller': 'Agent', 'Derek Cecil': 'Repairman Agent', 'Martha Stewart': 'Self', 'Michael Jackson': 'Agent M', 'Nick Cannon': 'MIB Autopsy Agent', 'Jeremy Howard': 'Bird Guy Alien / Postal Sorting Alien', 'Martin Klebba': 'Family Child Alien', 'John Alexander': 'Jarra / Family Dad Alien', 'Ernie Grunwald': 'Young Postal Employee', 'Doug Jones': 'Joey', 'Peter Graves': 'Peter Graves', 'Linda Kim': 'Ambassador Lauranna', 'Barry Sonnenfeld': 'Neuralyzed Father', 'Derek Mears': 'Mosh Tendrils', 'Drew Massey': 'Worm Guy (uncredited)', 'Matthew McGrory': 'Tall Alien (uncredited)', 'Thomas Rosales Jr.': 'Subway Passenger (uncredited)', 'Peter Siragusa': 'Mayor of Grand Central Terminal Locker Aliens (voice) (uncredited)', 'Brian Steele': 'Sharkmouth (uncredited)', 'Bo Welch': 'Astronaut (uncredited)'}",['Barry Sonnenfeld'],"['Columbia Pictures', 'Amblin Entertainment', 'Parkes+MacDonald Image Nation']",140000000,445135288
90,Chicken Little,tt0371606,"{'Zach Braff': 'Chicken Little (voice)', 'Garry Marshall': 'Buck Cluck (voice)', 'Don Knotts': 'Mayor Turkey Lurkey (voice)', 'Amy Sedaris': 'Foxy Loxy (voice)', 'Steve Zahn': 'Runt of the Litter (voice)', 'Joan Cusack': 'Abby Mallard (voice)', 'Patrick Stewart': 'Mr. Woolensworth (voice)', 'Fred Willard': 'Melvin - Alien Dad (voice)', ""Catherine O'Hara"": 'Tina - Alien Mom (voice)', 'Wallace Shawn': 'Principal Fetchit (voice)', 'Harry Shearer': 'Dog Announcer (voice)', 'Patrick Warburton': 'Alien Cop (voice)', 'Adam West': 'Ace - Hollywood Chicken Little (voice)', 'Scott Menville': 'Additional Voices (voice)', 'Nathan Kress': 'Additional Voices (voice)'}",['Mark Dindal'],"['Walt Disney Pictures', 'Walt Disney Feature Animation']",150000000,314432665
93,Captain America: The First Avenger,tt0458339,"{'Chris Evans': 'Steve Rogers / Captain America', 'Tommy Lee Jones': 'Chester Phillips', 'Hugo Weaving': 'Johann Schmidt / Red Skull', 'Hayley Atwell': 'Peggy Carter', 'Sebastian Stan': ""James Buchanan 'Bucky' Barnes"", 'Dominic Cooper': 'Howard Stark', 'Toby Jones': 'Dr. Arnim Zola', 'Neal McDonough': ""Timothy 'Dum Dum' Dugan"", 'Derek Luke': 'Gabe Jones', 'JJ Feild': 'James Montgomery Falsworth', 'Kenneth Choi': 'Jim Morita', 'Richard Armitage': 'Heinz Kruger', 'Stanley Tucci': 'Abraham Erskine', 'Samuel L. Jackson': 'Nick Fury', 'Natalie Dormer': 'Private Lorraine', 'Nicholas Pinnock': 'SHIELD Tech', 'David Bradley': 'Tower Keeper', 'Sam Hoare': 'Nervous Recruit', 'Simon Kunz': '4F Doctor', 'Jenna Coleman': 'Connie', 'Ben Batt': 'Enlistment Office MP', 'Marcello Walton': 'Undercover Bum', 'Laura Haddock': 'Autograph Seeker', 'Nick Hendrix': 'Army Heckler', 'Jack Gordon': 'Army Heckler', 'Amanda Righetti': 'SHIELD Agent', 'Stan Lee': 'General (uncredited)'}",['Joe Johnston'],['Marvel Studios'],140000000,370569774
96,Ant-Man and the Wasp,tt5095030,"{'Paul Rudd': 'Scott Lang / Ant-Man', 'Evangeline Lilly': 'Hope van Dyne / Wasp', 'Michael Peña': 'Luis', 'Walton Goggins': 'Sonny Burch', 'Bobby Cannavale': 'Paxton', 'Judy Greer': 'Maggie', 'T.I.': 'Dave', 'David Dastmalchian': 'Kurt', 'Hannah John-Kamen': 'Ava Starr / Ghost', 'Abby Ryder Fortson': 'Cassie', 'Randall Park': 'Jimmy Woo', 'Michelle Pfeiffer': 'Janet van Dyne / Wasp', 'Laurence Fishburne': 'Dr. Bill Foster', 'Michael Douglas': 'Dr. Hank Pym', 'Rob Archer': 'Knox', 'Michael Cerveris': 'Elihas Starr', 'Langston Fishburne': 'Young Bill', 'Madeleine McGraw': 'Young Hope', 'Tim Heidecker': 'Whale Boat Captain Daniel Goobler', 'Stan Lee': 'Shrinking Car Owner', 'Charles Justo': 'Fireman', 'Brian Huskey': 'Elementary School Teacher', 'Julia Vera': ""Luis' Abuelita"", 'Joshua Mikel': ""Burch's Bodyguard (uncredited)"", 'Chris Gann': 'FBI Agent (uncredited)'}",['Peyton Reed'],['Marvel Studios'],140000000,622674139
97,Superman,tt0078346,"{'Marlon Brando': 'Jor-El', 'Gene Hackman': 'Lex Luthor', 'Christopher Reeve': 'Clark Kent / Superman', 'Ned Beatty': 'Otis', 'Jackie Cooper': 'Perry White', 'Glenn Ford': 'Pa Kent', 'Trevor Howard': '1st Elder (uncredited)', 'Margot Kidder': 'Lois Lane', ""Jack O'Halloran"": 'Non', 'Valerie Perrine': 'Eve Teschmacher', 'Maria Schell': 'Vond-Ah', 'Terence Stamp': 'General Zod', 'Susannah York': 'Lara', 'Marc McClure': 'Jimmy Olsen', 'Sarah Douglas': 'Ursa', 'Harry Andrews': '2nd Elder (uncredited)', 'Jeff East': 'Young Clark Kent', 'James Garbutt': '5th Elder (uncredited)', 'William Russell': '8th Elder (uncredited)', 'Larry Lamb': '1st Reporter (uncredited)', 'Steve Kahan': 'Officer 1 (uncredited)', 'David Calder': '3rd Crewman (uncredited)', 'Larry Hagman': 'Major (uncredited)', 'John Ratzenberger': '1st Controller (uncredited)'}",['Richard Donner'],"['Dovemead Films', 'Film Export A.G.', 'International Film Production Inc.', 'Alexander Salkind Presents', 'Warner Bros. Pictures']",55000000,300218018
98,Hancock,tt0448157,"{'Will Smith': 'John Hancock', 'Charlize Theron': 'Mary Embrey', 'Jason Bateman': 'Ray Embrey', 'Jae Head': 'Aaron Embrey', 'Eddie Marsan': 'Red', 'David Mattey': 'Man Mountain', 'Thomas Lennon': 'Mike', 'Johnny Galecki': 'Jeremy', 'Hayley Marie Norman': 'Hottie', 'Peter Berg': 'Doctor', 'Daeg Faerch': 'Michel', 'Martin Klebba': 'Prisoner', 'Brad Leland': 'Executive', 'Michael Mann': 'Executive', 'Atticus Shaffer': 'Bus Bench Boy', 'Akiva Goldsman': 'Executive'}",['Peter Berg'],"['GH Three', 'Columbia Pictures', 'Relativity Media', 'Blue Light', 'Weed Road Pictures', 'Forward Pass', 'Overbrook Entertainment']",150000000,629443428
99,Hulk,tt0286716,"{'Eric Bana': 'Bruce Banner / Hulk', 'Jennifer Connelly': 'Betty Ross', 'Sam Elliott': 'Thaddeus E. ""Thunderbolt"" Ross', 'Josh Lucas': 'Glenn Talbot', 'Nick Nolte': 'David Banner', 'Cara Buono': 'Edith Banner', 'Kevin Rankin': 'Harper', 'Celia Weston': 'Mrs. Krensler', 'Lou Ferrigno': 'Security Guard', 'Stan Lee': 'Security Guard', 'Daniel Dae Kim': 'Aide', 'Michael Papajohn': 'Technician', 'Kirk B.R. Woller': 'Comanche Pilot', 'Victor Rivers': 'Paramilitary', 'Thomas Rosales Jr.': 'Rebel Militant', 'Ang Lee': 'Hulk (voice) (uncredited)'}",['Ang Lee'],"['Marvel Enterprises', 'Universal Pictures', 'Good Machine', 'Valhalla Motion Pictures']",137000000,245360480
100,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,"{'Michael Keaton': 'Riggan Thomson', 'Emma Stone': 'Sam Thomson', 'Zach Galifianakis': 'Jake', 'Edward Norton': 'Mike Shiner', 'Andrea Riseborough': 'Laura Aulburn', 'Amy Ryan': 'Sylvia', 'Naomi Watts': 'Lesley Truman', 'Lindsay Duncan': 'Tabitha Dickinson', 'Merritt Wever': 'Annie', 'Jeremy Shamos': 'Ralph', 'Damian Young': 'Gabriel', 'Bill Camp': 'Crazy Man', 'Paula Pell': 'Lady in Bar', 'Malachi Weir': 'Guy in Window', 'Jackie Hoffman': 'Lady on Balcony (Mary)', 'Susan Blackwell': 'Intermission Woman'}",['Alejandro González Iñárritu'],"['TSG Entertainment', 'Worldview Entertainment', 'New Regency Pictures', 'M Productions', 'Le Grisbi Productions']",18000000,103215094
102,Shin Ultraman,tt10737918,"{'Takumi Saitoh': 'Shinji Kaminaga', 'Masami Nagasawa': 'Hiroko Asami', 'Hidetoshi Nishijima': 'Kimio Tamura', 'Akari Hayami': 'Yumi Funaberi', 'Tetsushi Tanaka': 'Tatsuhiko Munakata', 'Ryo Iwamatsu': 'Hajime Komuro', 'Kyūsaku Shimada': 'Taishi Okuma', 'Yutaka Takenouchi': 'Government Personnel', 'Issey Takahashi': 'Ultraman (voice)', 'Koichi Yamadera': 'Zōffy (voice)', 'Kenjiro Tsuda': 'Zarab (voice)', 'Hideaki Anno': 'Ultraman (Motion Capture)'}",['Shinji Higuchi'],"['Tsuburaya Productions', 'TOHO', 'khara', 'Cine Bazar']",5900000,33800000
103,Dark Phoenix,tt6565702,"{'Sophie Turner': 'Jean Grey / Dark Phoenix', 'James McAvoy': 'Charles Xavier / Professor X', 'Nicholas Hoult': 'Hank McCoy / Beast', 'Tye Sheridan': 'Scott Summers / Cyclops', 'Michael Fassbender': 'Erik Lensherr / Magneto', 'Alexandra Shipp': 'Ororo Munroe / Storm', 'Evan Peters': 'Peter Maximoff / Quicksilver', 'Jessica Chastain': 'Vuk', 'Kodi Smit-McPhee': 'Kurt Wagner / Nightcrawler', 'Jennifer Lawrence': 'Raven Darkholme / Mystique', 'Scott Shepherd': 'Dr. John Grey', 'Ato Essandoh': 'Jones', ""Brian d'Arcy James"": 'President of the United States', 'Halston Sage': 'Alison Blaire / Dazzler', 'Lamar Johnson': 'Ben Hammil / Match', 'Hannah Anderson': 'Elaine Grey', 'Julian Bailey': 'Shuttle Commander', 'Chris Claremont': 'White House Guest', 'Daniel Cudmore': '(uncredited)'}",['Simon Kinberg'],"[""The Donners' Company"", 'Genre Films', 'Hutch Parker Entertainment', '20th Century Fox']",200000000,252442974
104,The Crow,tt0109506,"{'Brandon Lee': 'Eric Draven', 'Rochelle Davis': 'Sarah', 'Ernie Hudson': 'Sergeant Albrecht', 'Michael Wincott': 'Top Dollar', 'Bai Ling': 'Myca', 'Sofia Shinas': 'Shelly Webster', 'Anna Thomson': 'Darla', 'David Patrick Kelly': 'T-Bird', 'Angel David': 'Skank', 'Michael Massee': 'Funboy', 'Tony Todd': 'Grange', 'Marco Rodríguez': 'Torres', 'Henry Kingi Jr.': 'MJ', 'Thomas Rosales Jr.': 'Sanchez', 'Tierre Turner': 'Jugger', 'Tim Parati': 'Bad Ass Criminal', 'Chad Stahelski': 'Brandon Lee Body Double (uncredited)'}",['Alex Proyas'],"['Dimension Films', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Pressman Film']",23000000,50694672
105,Teenage Mutant Ninja Turtles,tt0100758,"{'Judith Hoag': ""April O'Neal"", 'Elias Koteas': 'Casey Jones', 'Josh Pais': 'Raphael (voice) / Passenger In Cab', 'Brian Tochi': 'Leonardo (Voice)', 'Corey Feldman': 'Donatello (Voice)', 'Sam Rockwell': 'Head Thug', 'Kevin Eastman': 'Citizen (uncredited)', 'Skeet Ulrich': 'Thug (uncredited)', 'Scott Wolf': 'Thug (uncredited)'}",['Steve Barron'],"['New Line Cinema', 'Orange Sky Golden Harvest', 'Mirage Studios']",13500000,201965915
106,Batman & Robin,tt0118688,"{'George Clooney': 'Bruce Wayne / Batman', 'Uma Thurman': 'Dr. Pamela Isley / Poison Ivy', ""Chris O'Donnell"": 'Dick Grayson / Robin', 'Arnold Schwarzenegger': 'Dr. Victor Fries / Mr. Freeze', 'Alicia Silverstone': 'Barbara Wilson / Batgirl', 'Michael Gough': 'Alfred Pennyworth', 'Pat Hingle': 'Commissioner James Gordon', 'John Glover': 'Dr. Jason Woodrue', 'Elle Macpherson': 'Julie Madison', 'Vivica A. Fox': 'Ms. B. Haven', 'Eric Lloyd': 'Young Bruce Wayne', 'Michael Paul Chan': 'Observatory Scientist', 'Sandra Taylor': 'Debutante', 'Jack Betts': 'Party Guest', 'Jesse Ventura': 'Arkham Asylum Guard', 'Doug Hutchison': 'Golum', 'Tobias Jelinek': 'Motorcycle Gang Memeber', 'Coolio': 'Banker', 'Nicky Katt': 'Spike', 'Dennis Keiffer': 'Ice Thug', 'Corey Haim': 'Biker Gang Member (uncredited)', 'Matthew Hurley': 'Main Street Musician (uncredited)', 'Khristian Lupo': 'Ice Thug (uncredited)', 'Julie Michaels': 'Jane (uncredited)', 'Deron McBee': 'Hockey Thug (uncredited)'}",['Joel Schumacher'],"['DC Comics', 'PolyGram Filmed Entertainment', 'Warner Bros. Pictures']",125000000,238207122
107,The Lego Batman Movie,tt4116284,"{'Will Arnett': 'Batman / Bruce Wayne (voice)', 'Zach Galifianakis': 'The Joker (voice)', 'Michael Cera': 'Robin / Dick Grayson (voice)', 'Rosario Dawson': 'Batgirl / Barbara Gordon (voice)', 'Ralph Fiennes': 'Alfred Pennyworth (voice)', 'Jenny Slate': 'Harley Quinn (voice)', 'Mariah Carey': 'Mayor McCaskill (voice)', 'Channing Tatum': 'Superman / Clark Kent (voice)', 'Billy Dee Williams': 'Two-Face / Harvey Dent (voice)', 'Héctor Elizondo': 'Jim Gordon (voice)', ""Conan O'Brien"": 'The Riddler /  Edward Nygma (voice)', 'Jason Mantzoukas': 'Scarecrow / Jonathan Crane (voice)', 'Zoë Kravitz': 'Catwoman / Selina Kyle (voice)', 'Kate Micucci': 'Clayface /  Basil Karlo (voice)', 'Riki Lindhome': 'Poison Ivy /  Pamela Isley (voice)', 'Jonah Hill': 'Green Lantern /  Hal Jordan (voice)', 'Adam Devine': 'The Flash / Barry Allen (voice)', 'Eddie Izzard': 'Voldemort (voice)', 'Seth Green': 'King Kong (voice)', 'Jemaine Clement': 'Sauron (voice)', 'Ellie Kemper': 'Phyllis (voice)', 'Ralph Garman': 'Reporter #2 (voice)', 'Chris Hardwick': 'Reporter (voice)', 'Chris McKay': 'Pilot Bill (voice)'}",['Chris McKay'],"['Lin Pictures', 'Warner Bros. Animation', 'Animal Logic', 'DC Entertainment', 'Lord Miller', 'Warner Bros. Pictures', 'LEGO', 'Warner Bros. Pictures Animation']",80000000,311950384
108,My Hero Academia: Two Heroes,tt7745068,"{'Daiki Yamashita': 'Izuku Midoriya (voice)', 'Kenta Miyake': 'All Might (voice)', 'Mirai Shida': 'Melissa Shield (voice)', 'Katsuhisa Namase': 'David Shield (voice)', 'Nobuhiko Okamoto': 'Katsuki Bakugo (voice)', 'Ayane Sakura': 'Ochako Uraraka (voice)', 'Kaito Ishikawa': 'Tenya Iida (voice)', 'Yuki Kaji': 'Shoto Todoroki (voice)', 'Marina Inoue': 'Momo Yaoyorozu (voice)', 'Ryo Hirohashi': 'Minoru Mineta (voice)', 'Tasuku Hatanaka': 'Denki Kaminari (voice)', 'Rikiya Koyama': 'Wolfram (voice)', 'Aoi Yuki': 'Tsuyu Asui (voice)', 'Eri Kitamura': 'Mina Ashido (voice)', 'Kaori Nazuka': 'Toru Hagakure (voice)', 'Akio Otsuka': 'All For One (voice)', 'Yoshimasa Hosoya': 'Fumikage Tokoyami (voice)', 'Misuzu Togashi': '(voice)', 'Masaya Fukunishi': '(voice)'}",['Kenji Nagasaki'],"['BONES', 'Yomiuri Telecasting Corporation', 'Shueisha', 'Nippon Television Network Corporation', 'dentsu', 'Sony Music Entertainment', 'movic', 'TOHO', 'TOHO MUSIC']",12000000,31478826
109,Kick-Ass,tt1250777,"{'Aaron Taylor-Johnson': 'Dave Lizewski / Kick-Ass', 'Chloë Grace Moretz': 'Mindy Macready / Hit-Girl', 'Nicolas Cage': 'Damon Macready / Big Daddy', 'Lyndsy Fonseca': 'Katie Deauxma', 'Mark Strong': ""Frank D'Amico"", 'Deborah Twiss': 'Mrs. Zane', 'Christopher Mintz-Plasse': ""Chris D'Amico / Red Mist"", 'Elizabeth McGovern': 'Mrs. Lizewski', 'Omari Hardwick': 'Marcus', 'Xander Berkeley': 'Detective Vic Gigante', 'Clark Duke': 'Marty', 'Evan Peters': 'Todd', 'Michael Rispoli': 'Big Joe', 'Corey Johnson': 'Sporty Goon', 'Randall Batinkoff': 'Tre Fernandez', 'Dexter Fletcher': 'Cody', 'Yancy Butler': ""Angie D'Amico"", 'Craig Ferguson': 'Himself', 'Jason Flemyng': 'Lobby Goon', 'Adrian Martinez': 'Ginger Goon', 'Johnny Hopkins': '1st Gang Kid', 'Rab Affleck': 'Moustache Goon (uncredited)'}",['Matthew Vaughn'],"['Marv Films', 'Lionsgate', 'Plan B Entertainment', 'Mandate International']",28000000,96188903
110,Batman Returns,tt0103776,"{'Danny DeVito': 'Oswald Cobblepot / The Penguin', 'Michelle Pfeiffer': 'Selina Kyle / Catwoman', 'Michael Keaton': 'Bruce Wayne / Batman', 'Christopher Walken': 'Max Shreck', 'Michael Gough': 'Alfred Pennyworth', 'Pat Hingle': 'Commissioner James Gordon', 'Michael Murphy': 'Mayor', 'Andrew Bryniarski': ""Charles 'Chip' Shreck"", 'Vincent Schiavelli': 'Organ Grinder', 'Rick Zumwalt': 'Tattooed Strongman', 'Gregory Scott Cummins': 'Acrobat Thug One', 'Doug Jones': 'Thin Clown', 'Branscombe Richmond': 'Terrifying Clown 1', 'Paul Reubens': ""Penguin's Father"", 'Sean Whalen': 'Paperboy', 'Steven Brill': 'Gothamite 1', 'Robert Gossett': 'TV Anchorman', 'Felix Silla': 'Emperor Penguin'}",['Tim Burton'],"['Warner Bros. Pictures', 'DC Comics']",80000000,280000000
111,Blade II,tt0187738,"{'Wesley Snipes': 'Eric Brooks / Blade', 'Kris Kristofferson': 'Abraham Whistler', 'Ron Perlman': 'Dieter Reinhardt', 'Leonor Varela': 'Nyssa Damaskinos', 'Norman Reedus': 'Scud', 'Thomas Kretschmann': 'Eli Damaskinos', 'Luke Goss': 'Jared Nomak', 'Matt Schulze': 'Chupa', 'Danny John-Jules': 'Asad', 'Donnie Yen': 'Snowman', 'Karel Roden': 'Karel Kounen', 'Tony Curran': 'Priest', 'Marek Vašut': 'Golem'}",['Guillermo del Toro'],"['New Line Cinema', 'Amen Ra Films', 'Imaginary Forces']",54000000,155010032
112,The New Mutants,tt4682266,"{'Blu Hunt': 'Dani Moonstar', 'Maisie Williams': 'Rahne Sinclair', 'Anya Taylor-Joy': 'Illyana Rasputin', 'Charlie Heaton': 'Samuel Guthrie', 'Alice Braga': 'Dr. Reyes', 'Adam Beach': ""Dani's Father"", 'Happy Anderson': 'Reverend Craig', 'Dustin Ceithamer': 'Smiling Man', 'Marilyn Manson': 'Smiling Man (voice)'}",['Josh Boone'],"['20th Century Studios', 'Genre Films', 'Sunswept Entertainment']",67000000,49169594
113,Green Lantern,tt1133985,"{'Ryan Reynolds': 'Hal Jordan / Green Lantern', 'Blake Lively': 'Carol Ferris', 'Peter Sarsgaard': 'Hector Hammond', 'Mark Strong': 'Sinestro', 'Tim Robbins': 'Senator Hammond', 'Angela Bassett': 'Dr. Amanda Waller', 'Taika Waititi': 'Tom Kalmaku', 'Temuera Morrison': 'Abin Sur', 'Michael Clarke Duncan': 'Kilowog (voice)', 'Geoffrey Rush': 'Tomar-Re (voice)', 'Clancy Brown': 'Parallax (voice)', 'Jay O. Sanders': 'Carl Ferris', 'Gattlin Griffith': 'Young Hal', 'Jon Tenney': 'Martin Jordan', 'Mike Doyle': 'Jack Jordan', 'Jeff Wolfe': 'Bob Banks'}",['Martin Campbell'],"['DC Entertainment', 'De Line Pictures', 'Warner Bros. Pictures']",200000000,219851172
114,The Lego Movie,tt1490017,"{'Chris Pratt': 'Emmet Brickowski (voice)', 'Elizabeth Banks': 'Wyldstyle / Lucy (voice)', 'Will Ferrell': 'Lord Business / President Business / The Man Upstairs', 'Morgan Freeman': 'Vitruvius (voice)', 'Will Arnett': 'Batman / Bruce Wayne (voice)', 'Liam Neeson': 'Bad Cop/Good Cop / Pa Cop (voice)', 'Alison Brie': 'Unikitty (voice)', 'Nick Offerman': 'Metal Beard (voice)', 'Charlie Day': 'Benny (voice)', 'Channing Tatum': 'Superman (voice)', 'Jonah Hill': 'Green Lantern (voice)', 'Cobie Smulders': 'Wonder Woman (voice)', 'Anthony Daniels': 'C-3PO (voice)', 'Billy Dee Williams': 'Lando (voice)', 'Keith Ferguson': 'Han Solo (voice)', ""Shaquille O'Neal"": 'Shaq (voice)', 'Will Forte': 'Abraham Lincoln (voice)', 'Dave Franco': 'Wally (voice)', 'Jake Johnson': 'Barry (voice)', 'Keegan-Michael Key': 'Foreman Jim (voice)', 'Chris McKay': 'Larry the Barista / Additional Voices (voice)', 'Jorma Taccone': 'Shakespeare / Additional Voices (voice)', 'Christopher Miller': 'TV Presenter (voice)', 'Chris Romano': 'Joe (voice)', 'Melissa Sturm': 'Gail / Ma Cop (voice)', 'T.J. Miller': 'Michelangelo (voice)', 'Tina Fey': 'Medusa (voice)', 'Hannibal Buress': 'Dracula (voice)'}","['Phil Lord', 'Christopher Miller']","['Village Roadshow Pictures', 'RatPac Entertainment', 'LEGO', 'Lin Pictures', 'Vertigo Entertainment', 'Warner Bros. Pictures Animation', 'Animal Logic']",60000000,469160692
